rawGeofenceID,fullRegionID,geofenceDistance,geofenceType,storeID,storeLocationtext
4C28B2B007674EF6B0A9C65A959A5DC2,gimbal:place:4C28B2B007674EF6B0A9C65A959A5DC2:2939,2939,driveToStore,2939,Southeast Corner Of Hwy 6 & Westheimer
C783101C820343568D313D40895EB034,gimbal:place:C783101C820343568D313D40895EB034:2939-1,2939-1,storeEntry,2939,Southeast Corner Of Hwy 6 & Westheimer
B4BCA5C71B1441D7BBADBBA928A955B5,gimbal:place:B4BCA5C71B1441D7BBADBBA928A955B5:2940-1,2940-1,storeEntry,2940,Mchenry & Roseburg
23B166BFE4214191863249641A5B7EEB,gimbal:place:23B166BFE4214191863249641A5B7EEB:2940,2940,driveToStore,2940,Mchenry & Roseburg
53BD0310E7504EEBBBA6E3BBEBFADABD,gimbal:place:53BD0310E7504EEBBBA6E3BBEBFADABD:2941-1,2941-1,storeEntry,2941,Divisadero & O'farrell Street
23A6358003604FF7A50367B58AC07451,gimbal:place:23A6358003604FF7A50367B58AC07451:2941,2941,driveToStore,2941,Divisadero & O'farrell Street
C327DF5D1DED4B71B3B5CFE101FDA264,gimbal:place:C327DF5D1DED4B71B3B5CFE101FDA264:2942,2942,driveToStore,2942,Fremont & Canyon Del Rey
B98D9D3231564D7D9AFB54CEA834BFE6,gimbal:place:B98D9D3231564D7D9AFB54CEA834BFE6:2942-1,2942-1,storeEntry,2942,Fremont & Canyon Del Rey
C859BD7D73A84E3F9AA5EBFDAC6E9AEB,gimbal:place:C859BD7D73A84E3F9AA5EBFDAC6E9AEB:2943-1,2943-1,storeEntry,2943,Dinuba & Houston
64D8A889CF6647D58027DD536B9DD509,gimbal:place:64D8A889CF6647D58027DD536B9DD509:2943,2943,driveToStore,2943,Dinuba & Houston
BD781DD06F3841EB851D8E56A5941074,gimbal:place:BD781DD06F3841EB851D8E56A5941074:2944-1,2944-1,storeEntry,2944,Southeast Corner Of Eight Mile & Clough Pike
283D2E84C3C94AB6877933DF8BA59815,gimbal:place:283D2E84C3C94AB6877933DF8BA59815:2944,2944,driveToStore,2944,Southeast Corner Of Eight Mile & Clough Pike
CA8C5165BDF94552BD4077E4FCEEEF7A,gimbal:place:CA8C5165BDF94552BD4077E4FCEEEF7A:2945,2945,driveToStore,2945,30Th & Broadway
DC7737B9E0EF423FA70776D30C597FE8,gimbal:place:DC7737B9E0EF423FA70776D30C597FE8:2945-1,2945-1,storeEntry,2945,30Th & Broadway
3B9791D9E174471796EB81166B2E7C1D,gimbal:place:3B9791D9E174471796EB81166B2E7C1D:2946-1,2946-1,storeEntry,2946,North Avenue & Western
407D3C3723294AACAE96D643A0FDD2FB,gimbal:place:407D3C3723294AACAE96D643A0FDD2FB:2946,2946,driveToStore,2946,North Avenue & Western
87A98286909247CC90C8CDFF2CE6C321,gimbal:place:87A98286909247CC90C8CDFF2CE6C321:2947-1,2947-1,storeEntry,2947,South Park Street & Buick Street
14935DFBC03A483C80924B6ADFCC93F5,gimbal:place:14935DFBC03A483C80924B6ADFCC93F5:2947,2947,driveToStore,2947,South Park Street & Buick Street
D08B463BE12E4CF68C15747A8FEAF3C7,gimbal:place:D08B463BE12E4CF68C15747A8FEAF3C7:2948,2948,driveToStore,2948,Crescent Avenue & Wyckoff Avenue
A69CD918BDE7446D8E7AD5B2F5811A8E,gimbal:place:A69CD918BDE7446D8E7AD5B2F5811A8E:2948-1,2948-1,storeEntry,2948,Crescent Avenue & Wyckoff Avenue
345FDC7EDD844CD0A94E84B8635FBA0A,gimbal:place:345FDC7EDD844CD0A94E84B8635FBA0A:2949,2949,driveToStore,2949,Newark Avenue & Fairmount Avenue
E43E2750F5214F81A3D6449521AD6791,gimbal:place:E43E2750F5214F81A3D6449521AD6791:2949-1,2949-1,storeEntry,2949,Newark Avenue & Fairmount Avenue
FBFCAB9421354867A13B0A2DA4C0ABB5,gimbal:place:FBFCAB9421354867A13B0A2DA4C0ABB5:2950-1,2950-1,storeEntry,2950,78Th Street & Palm River Road
C9792EEB6FA244D8A3F8FBD7C70C9646,gimbal:place:C9792EEB6FA244D8A3F8FBD7C70C9646:2950,2950,driveToStore,2950,78Th Street & Palm River Road
E9E127A875AB4D76BDE95B360A281013,gimbal:place:E9E127A875AB4D76BDE95B360A281013:2951,2951,driveToStore,2951,Granger & Florence
5340675FB31E409DBEB3E5FC7B86F29C,gimbal:place:5340675FB31E409DBEB3E5FC7B86F29C:2951-1,2951-1,storeEntry,2951,Granger & Florence
06736C89D6DB409B9676E3082DD4D1B5,gimbal:place:06736C89D6DB409B9676E3082DD4D1B5:2952,2952,driveToStore,2952,Watkins & Frayser Boulevard
20470C1DA74148ACBB0EEFCC70677AF1,gimbal:place:20470C1DA74148ACBB0EEFCC70677AF1:2952-1,2952-1,storeEntry,2952,Watkins & Frayser Boulevard
C44CEA8110DB43EAAFBD9A8C5545D44F,gimbal:place:C44CEA8110DB43EAAFBD9A8C5545D44F:2953-1,2953-1,storeEntry,2953,Pine Ridge Rd And Napa Blvd.
381721224F04489384FBF4A77BF81FB0,gimbal:place:381721224F04489384FBF4A77BF81FB0:2953,2953,driveToStore,2953,Pine Ridge Rd And Napa Blvd.
9EF93B70648D44B8A976654D4E902503,gimbal:place:9EF93B70648D44B8A976654D4E902503:2954-1,2954-1,storeEntry,2954,West 14Th & Bocachica
2B332E4021224C06A7A9CFFD976D460F,gimbal:place:2B332E4021224C06A7A9CFFD976D460F:2954,2954,driveToStore,2954,West 14Th & Bocachica
5DA72C4BAC13480A9AF854BC0711D4AB,gimbal:place:5DA72C4BAC13480A9AF854BC0711D4AB:2955,2955,driveToStore,2955,St. Francis Drive & Cordova Road
6D8C53C7FB1B4336BCAB5B14518E181F,gimbal:place:6D8C53C7FB1B4336BCAB5B14518E181F:2955-1,2955-1,storeEntry,2955,St. Francis Drive & Cordova Road
C7F210CF2F294837AA8FC873A091E0EB,gimbal:place:C7F210CF2F294837AA8FC873A091E0EB:2956-1,2956-1,storeEntry,2956,Shackelford & Humes
037C70ABD4264B239922EBB8C554DE9B,gimbal:place:037C70ABD4264B239922EBB8C554DE9B:2956,2956,driveToStore,2956,Shackelford & Humes
BF21C1A0D8E44684B16ABEF454714B3F,gimbal:place:BF21C1A0D8E44684B16ABEF454714B3F:2957-1,2957-1,storeEntry,2957,Hatch & Central
F8579FFC0A184907A2FD61759DF975BE,gimbal:place:F8579FFC0A184907A2FD61759DF975BE:2957,2957,driveToStore,2957,Hatch & Central
A7FA9431913C4403A0AA00483DADCCC9,gimbal:place:A7FA9431913C4403A0AA00483DADCCC9:2958,2958,driveToStore,2958,Madison & Laramie
CAEA709C27304D68B500E74B07440872,gimbal:place:CAEA709C27304D68B500E74B07440872:2958-1,2958-1,storeEntry,2958,Madison & Laramie
E1FBEFA1B70D4C07AE91794719C7214F,gimbal:place:E1FBEFA1B70D4C07AE91794719C7214F:2959-1,2959-1,storeEntry,2959,James & Butternut
7598CA9360684D378E7AE82898187E91,gimbal:place:7598CA9360684D378E7AE82898187E91:2959,2959,driveToStore,2959,James & Butternut
805D71FCFF644A23B3FEC66278AB7657,gimbal:place:805D71FCFF644A23B3FEC66278AB7657:2960-1,2960-1,storeEntry,2960,A1a & 3Rd Avenue
7C1713B652154825A603FF6AC228CADF,gimbal:place:7C1713B652154825A603FF6AC228CADF:2960,2960,driveToStore,2960,A1a & 3Rd Avenue
EFBC711C47AB4572B908A78CE314C47D,gimbal:place:EFBC711C47AB4572B908A78CE314C47D:2961,2961,driveToStore,2961,Broadway & Camino Seco
8495B56E567640D5B27E41524A793CEA,gimbal:place:8495B56E567640D5B27E41524A793CEA:2961-1,2961-1,storeEntry,2961,Broadway & Camino Seco
7372B2190F2C4A0A8FBC4FF67FEE18A6,gimbal:place:7372B2190F2C4A0A8FBC4FF67FEE18A6:2962-1,2962-1,storeEntry,2962,27Th & College
F740C30F94954726A552245E3CDF8B3A,gimbal:place:F740C30F94954726A552245E3CDF8B3A:2962,2962,driveToStore,2962,27Th & College
F4C29A348A334310836B52BD0D75658E,gimbal:place:F4C29A348A334310836B52BD0D75658E:2963-1,2963-1,storeEntry,2963,9Th Street & 9Th Avenue North
A3CEB43CAE8842B68EB1AF80B2D7A991,gimbal:place:A3CEB43CAE8842B68EB1AF80B2D7A991:2963,2963,driveToStore,2963,9Th Street & 9Th Avenue North
783810AA7CE1418FBF2875EC6CE2EA9D,gimbal:place:783810AA7CE1418FBF2875EC6CE2EA9D:2964,2964,driveToStore,2964,Beglis Parkway & Maplewood
7B4A53DD51C54833AFE164CC084C3178,gimbal:place:7B4A53DD51C54833AFE164CC084C3178:2964-1,2964-1,storeEntry,2964,Beglis Parkway & Maplewood
F3F7F96EB1904154A040183F8609CCBE,gimbal:place:F3F7F96EB1904154A040183F8609CCBE:2965,2965,driveToStore,2965,South Oneida & Calumet
AD0E51D4FC844E45B50D7FB82B633847,gimbal:place:AD0E51D4FC844E45B50D7FB82B633847:2965-1,2965-1,storeEntry,2965,South Oneida & Calumet
18A217E8EEE541B69C470CCC051FB0E1,gimbal:place:18A217E8EEE541B69C470CCC051FB0E1:2966-1,2966-1,storeEntry,2966,King & 63Rd
10E5DB13DECF41AC979B50A711C8EE6F,gimbal:place:10E5DB13DECF41AC979B50A711C8EE6F:2966,2966,driveToStore,2966,King & 63Rd
616CADD614CC421E8096AD29EE87D393,gimbal:place:616CADD614CC421E8096AD29EE87D393:2967,2967,driveToStore,2967,Frankfort Avenue & Ewing
2CDB05AA4D1149E89A2AE39D1A1470FD,gimbal:place:2CDB05AA4D1149E89A2AE39D1A1470FD:2967-1,2967-1,storeEntry,2967,Frankfort Avenue & Ewing
E00EE484F21D49288EB9CC0D26382212,gimbal:place:E00EE484F21D49288EB9CC0D26382212:2968,2968,driveToStore,2968,51St Street & Capitol Drive
93A6A21702704D4D8FEED24716EA7C6B,gimbal:place:93A6A21702704D4D8FEED24716EA7C6B:2968-1,2968-1,storeEntry,2968,51St Street & Capitol Drive
C38AE1E4B3364A39BEA0D9C2435ECF17,gimbal:place:C38AE1E4B3364A39BEA0D9C2435ECF17:2969-1,2969-1,storeEntry,2969,Washington Avenue & Ohio
94E47E6126E043ED95E49B01A4EB1540,gimbal:place:94E47E6126E043ED95E49B01A4EB1540:2969,2969,driveToStore,2969,Washington Avenue & Ohio
E6275D202856489BA47EC45B73CA3D46,gimbal:place:E6275D202856489BA47EC45B73CA3D46:2970-1,2970-1,storeEntry,2970,U.S. Highway 441 & Donnally
E792D5D28D9F43B0BC47E5F4248FD83B,gimbal:place:E792D5D28D9F43B0BC47E5F4248FD83B:2970,2970,driveToStore,2970,U.S. Highway 441 & Donnally
10466E5BB0694983AACCCEF7E5A2D7EC,gimbal:place:10466E5BB0694983AACCCEF7E5A2D7EC:2971,2971,driveToStore,2971,52Nd & Keystone
DADF4B2796D24ECAB802B4C3679436D9,gimbal:place:DADF4B2796D24ECAB802B4C3679436D9:2971-1,2971-1,storeEntry,2971,52Nd & Keystone
36E2117BCF5F4F9DB7D4BB717EB1B641,gimbal:place:36E2117BCF5F4F9DB7D4BB717EB1B641:2972-1,2972-1,storeEntry,2972,Paulding & Anthony
C166822B25074E0D8446D7892BD6006B,gimbal:place:C166822B25074E0D8446D7892BD6006B:2972,2972,driveToStore,2972,Paulding & Anthony
B777761B1C444E84B5AF922B83A55E63,gimbal:place:B777761B1C444E84B5AF922B83A55E63:2973-1,2973-1,storeEntry,2973,Boylston & Fairfield
E70DF578ED484B4A999AEDA0CA9E7567,gimbal:place:E70DF578ED484B4A999AEDA0CA9E7567:2973,2973,driveToStore,2973,Boylston & Fairfield
C5EE82839C16456DB048F316F615A35E,gimbal:place:C5EE82839C16456DB048F316F615A35E:2974,2974,driveToStore,2974,University Avenue & Egret
4D046077BE25405A9A908873A396BBF8,gimbal:place:4D046077BE25405A9A908873A396BBF8:2974-1,2974-1,storeEntry,2974,University Avenue & Egret
10B0FA099A2648FAAF81B49E4562F283,gimbal:place:10B0FA099A2648FAAF81B49E4562F283:2975-1,2975-1,storeEntry,2975,El Camino & Crystal Springs
34EE79D6F55D47BDAF2E55378113CABE,gimbal:place:34EE79D6F55D47BDAF2E55378113CABE:2975,2975,driveToStore,2975,El Camino & Crystal Springs
6DA102FE721B4EB0BC845F55DFFCA710,gimbal:place:6DA102FE721B4EB0BC845F55DFFCA710:2976-1,2976-1,storeEntry,2976,Bellevue & Mclemore
37E9E0F3B32C4995AA2BC20A4905810B,gimbal:place:37E9E0F3B32C4995AA2BC20A4905810B:2976,2976,driveToStore,2976,Bellevue & Mclemore
34D5EDBB594546BF800030E60AA0DBBC,gimbal:place:34D5EDBB594546BF800030E60AA0DBBC:2977,2977,driveToStore,2977,Carrell Road & Cleveland Avenue
79C8EE80825C4FAFBB6FF8A4BEA32AFF,gimbal:place:79C8EE80825C4FAFBB6FF8A4BEA32AFF:2977-1,2977-1,storeEntry,2977,Carrell Road & Cleveland Avenue
E8A2F50308CA4B0B8F30FA2A9DCF2ACA,gimbal:place:E8A2F50308CA4B0B8F30FA2A9DCF2ACA:2978-1,2978-1,storeEntry,2978,Pecan & 23Rd Street
7B0B909BF3734FFEA37DF0A73B356127,gimbal:place:7B0B909BF3734FFEA37DF0A73B356127:2978,2978,driveToStore,2978,Pecan & 23Rd Street
B27ACBD1CF0A4A4094EFEDEF946776DE,gimbal:place:B27ACBD1CF0A4A4094EFEDEF946776DE:2979-1,2979-1,storeEntry,2979,Nogalitos & Theo
D9F37D7E8FBA46008C2A6337E02D4BE3,gimbal:place:D9F37D7E8FBA46008C2A6337E02D4BE3:2979,2979,driveToStore,2979,Nogalitos & Theo
0EFF583847314729B449DE51B19D22B0,gimbal:place:0EFF583847314729B449DE51B19D22B0:2980,2980,driveToStore,2980,Broadway & Basse
A2D9FE4E4C404F33A35E97974E13EC2A,gimbal:place:A2D9FE4E4C404F33A35E97974E13EC2A:2980-1,2980-1,storeEntry,2980,Broadway & Basse
7ACEF55CD3AD4F6E976B462DD02DF685,gimbal:place:7ACEF55CD3AD4F6E976B462DD02DF685:2981,2981,driveToStore,2981,Beacon & Concord
2037A2A025E8494F8DD1B565D9DF0838,gimbal:place:2037A2A025E8494F8DD1B565D9DF0838:2981-1,2981-1,storeEntry,2981,Beacon & Concord
C1C332EBC9644D9BA58DD14825AFA0C4,gimbal:place:C1C332EBC9644D9BA58DD14825AFA0C4:2982-1,2982-1,storeEntry,2982,Madison & Hanna
C7AC78253721475A8713AAA374326215,gimbal:place:C7AC78253721475A8713AAA374326215:2982,2982,driveToStore,2982,Madison & Hanna
39E649950C5445F094B133645139E470,gimbal:place:39E649950C5445F094B133645139E470:2983,2983,driveToStore,2983,Thatway & Oyster Creek Drive
A57D3579F7A54000A96BD16662AD4583,gimbal:place:A57D3579F7A54000A96BD16662AD4583:2983-1,2983-1,storeEntry,2983,Thatway & Oyster Creek Drive
23744D5249744EEC9E16FADE854A478E,gimbal:place:23744D5249744EEC9E16FADE854A478E:2984,2984,driveToStore,2984,18Th & Albany
0C1E168B37FA4020A2F4E869ADC72976,gimbal:place:0C1E168B37FA4020A2F4E869ADC72976:2984-1,2984-1,storeEntry,2984,18Th & Albany
C864049A3FDD4F8DA530C79EAEDF7B3F,gimbal:place:C864049A3FDD4F8DA530C79EAEDF7B3F:2985-1,2985-1,storeEntry,2985,Winchester & Hamilton
6FC62DEB333C4EA9AB24ADE1AD6AFE15,gimbal:place:6FC62DEB333C4EA9AB24ADE1AD6AFE15:2985,2985,driveToStore,2985,Winchester & Hamilton
54C2541E05BD400091E49F7A6BF595C2,gimbal:place:54C2541E05BD400091E49F7A6BF595C2:2986-1,2986-1,storeEntry,2986,Millie & Avenue H
3FBE849EDBF949EB971C6E1E308883BA,gimbal:place:3FBE849EDBF949EB971C6E1E308883BA:2986,2986,driveToStore,2986,Millie & Avenue H
8E2115202B23403C97B1E6E09B12687B,gimbal:place:8E2115202B23403C97B1E6E09B12687B:2987,2987,driveToStore,2987,Busch Boulevard & 22Nd Street
8E0BB7907C9B4F9CAFE7A007F9501920,gimbal:place:8E0BB7907C9B4F9CAFE7A007F9501920:2987-1,2987-1,storeEntry,2987,Busch Boulevard & 22Nd Street
9194FF46DEF6456491D514E04AF0FE63,gimbal:place:9194FF46DEF6456491D514E04AF0FE63:2988-1,2988-1,storeEntry,2988,Ham Lane & Elm Street
0824B90A9CA34103AB2BF0520A92BFB4,gimbal:place:0824B90A9CA34103AB2BF0520A92BFB4:2988,2988,driveToStore,2988,Ham Lane & Elm Street
BC9AA1754AC0436DB534F96A53888E10,gimbal:place:BC9AA1754AC0436DB534F96A53888E10:2989-1,2989-1,storeEntry,2989,Apache & Meridian
861C0B51E30544C7AD70879BA74A1FDC,gimbal:place:861C0B51E30544C7AD70879BA74A1FDC:2989,2989,driveToStore,2989,Apache & Meridian
CAD07137B1284F739EF34F26947E24D4,gimbal:place:CAD07137B1284F739EF34F26947E24D4:2990,2990,driveToStore,2990,Northport Drive & Sherman Avenue
10D2FB1123E644118F21D116BEF6E6C1,gimbal:place:10D2FB1123E644118F21D116BEF6E6C1:2990-1,2990-1,storeEntry,2990,Northport Drive & Sherman Avenue
D425DFB2B7A644F6BF155A50084BA4D6,gimbal:place:D425DFB2B7A644F6BF155A50084BA4D6:2991-1,2991-1,storeEntry,2991,Arnot Road & Main Avenue
733750EAD84C4B0F83120CC2D550D981,gimbal:place:733750EAD84C4B0F83120CC2D550D981:2991,2991,driveToStore,2991,Arnot Road & Main Avenue
670A3AA4F1F147B6808FB288F702227D,gimbal:place:670A3AA4F1F147B6808FB288F702227D:2992-1,2992-1,storeEntry,2992,Dunn & Washington
00D5EBC0EA5544AFAF9590C26219D5F5,gimbal:place:00D5EBC0EA5544AFAF9590C26219D5F5:2992,2992,driveToStore,2992,Dunn & Washington
E00F28A834C04A7DAF5477C37B6601E0,gimbal:place:E00F28A834C04A7DAF5477C37B6601E0:2993,2993,driveToStore,2993,Quail Roost & 113Th
6DD5ED9C4B2947BE8D922EF5BBF029D2,gimbal:place:6DD5ED9C4B2947BE8D922EF5BBF029D2:2993-1,2993-1,storeEntry,2993,Quail Roost & 113Th
1051592C05EA420D9BFDAFDD24FC91DE,gimbal:place:1051592C05EA420D9BFDAFDD24FC91DE:2994-1,2994-1,storeEntry,2994,North Dale Mabry Avenue & North Dale Boulevard
83F315F4016F4EC5A780161B8AA90CA6,gimbal:place:83F315F4016F4EC5A780161B8AA90CA6:2994,2994,driveToStore,2994,North Dale Mabry Avenue & North Dale Boulevard
02DB3BC574F144C3A94F459B3550A94C,gimbal:place:02DB3BC574F144C3A94F459B3550A94C:2995-1,2995-1,storeEntry,2995,West Main Street & Asylum Street
B06715D3198649EC850BB022FBB4F99F,gimbal:place:B06715D3198649EC850BB022FBB4F99F:2995,2995,driveToStore,2995,West Main Street & Asylum Street
FA6F5C0765684AFCAB0D8A60F3696A2F,gimbal:place:FA6F5C0765684AFCAB0D8A60F3696A2F:2996,2996,driveToStore,2996,Main & South
3626546D510B49359B4BA091C1457473,gimbal:place:3626546D510B49359B4BA091C1457473:2996-1,2996-1,storeEntry,2996,Main & South
E5D8879CAAA24C5180E05790E6E3B9A3,gimbal:place:E5D8879CAAA24C5180E05790E6E3B9A3:2997,2997,driveToStore,2997,Sherwood Forest Boulevard & Coursey
6F573859590547C0B529B524C0DB0D20,gimbal:place:6F573859590547C0B529B524C0DB0D20:2997-1,2997-1,storeEntry,2997,Sherwood Forest Boulevard & Coursey
3F9724CFE91D468DADF7F75B2BD74A79,gimbal:place:3F9724CFE91D468DADF7F75B2BD74A79:2998-1,2998-1,storeEntry,2998,Belfort & Martin Luther King Boulevard
1D31CA79A92F410B89C94F50CDFC4C62,gimbal:place:1D31CA79A92F410B89C94F50CDFC4C62:2998,2998,driveToStore,2998,Belfort & Martin Luther King Boulevard
3CA23D71C7E2435FA10494A6E1DD7259,gimbal:place:3CA23D71C7E2435FA10494A6E1DD7259:2999,2999,driveToStore,2999,Plank & Hollywood
7E46A471B385455298D284FCAAD7FE6A,gimbal:place:7E46A471B385455298D284FCAAD7FE6A:2999-1,2999-1,storeEntry,2999,Plank & Hollywood
6BD959668AC748CE8B60E43D3F68BC6F,gimbal:place:6BD959668AC748CE8B60E43D3F68BC6F:3000,3000,driveToStore,3000,U.S. Highway 45 & Route 120
4F485CA866A84EB28EC515AD03384DFE,gimbal:place:4F485CA866A84EB28EC515AD03384DFE:3000-1,3000-1,storeEntry,3000,U.S. Highway 45 & Route 120
D12BE1A5C2C045EFAA6320C4DFC78178,gimbal:place:D12BE1A5C2C045EFAA6320C4DFC78178:3001-1,3001-1,storeEntry,3001,Summit & Hiawatha
6F80F1334FDF4684A62CA5207A8A4308,gimbal:place:6F80F1334FDF4684A62CA5207A8A4308:3001,3001,driveToStore,3001,Summit & Hiawatha
466E67284F63476492C5F95847CD71CD,gimbal:place:466E67284F63476492C5F95847CD71CD:3002-1,3002-1,storeEntry,3002,Jennings Station Road & Halls Ferry
A27D36B4FC524267A72B4D8CB1179C04,gimbal:place:A27D36B4FC524267A72B4D8CB1179C04:3002,3002,driveToStore,3002,Jennings Station Road & Halls Ferry
B24F100A1BC74C58A91D9FCCBDE90DDE,gimbal:place:B24F100A1BC74C58A91D9FCCBDE90DDE:3003,3003,driveToStore,3003,Government & Acadian
B61145FC4CE74F1FB16F8C897F6EDA12,gimbal:place:B61145FC4CE74F1FB16F8C897F6EDA12:3003-1,3003-1,storeEntry,3003,Government & Acadian
7AA387D892E04AA38447069F1C7DFF4F,gimbal:place:7AA387D892E04AA38447069F1C7DFF4F:3004-1,3004-1,storeEntry,3004,Florida & Sherwood
0B1C9D83F9C94F7E81CBFD214A257CE6,gimbal:place:0B1C9D83F9C94F7E81CBFD214A257CE6:3004,3004,driveToStore,3004,Florida & Sherwood
FF2231E813674BE895329B17FBD313CC,gimbal:place:FF2231E813674BE895329B17FBD313CC:3005-1,3005-1,storeEntry,3005,Lake Street & Mcneese
ADF2A31DCB1740B1A3BD25C4F576E024,gimbal:place:ADF2A31DCB1740B1A3BD25C4F576E024:3005,3005,driveToStore,3005,Lake Street & Mcneese
AB8C5E8146724BD7B30D63F1169D4941,gimbal:place:AB8C5E8146724BD7B30D63F1169D4941:3006,3006,driveToStore,3006,North University & 23Rd Street
2A09E6A446C44C5383ABCB553B479FC4,gimbal:place:2A09E6A446C44C5383ABCB553B479FC4:3006-1,3006-1,storeEntry,3006,North University & 23Rd Street
AD387595790C4B5EB9CE9A001A6364BA,gimbal:place:AD387595790C4B5EB9CE9A001A6364BA:3007-1,3007-1,storeEntry,3007,East Main (Route 138) & West Main (Route 114)
F2094C1906A246068D139324145B49E4,gimbal:place:F2094C1906A246068D139324145B49E4:3007,3007,driveToStore,3007,East Main (Route 138) & West Main (Route 114)
A8C7500DD4934F3D86D0FC946BB8C419,gimbal:place:A8C7500DD4934F3D86D0FC946BB8C419:3008-1,3008-1,storeEntry,3008,Fairmont & Broadway
744894E9C3ED4E25AAB9820FF8D29189,gimbal:place:744894E9C3ED4E25AAB9820FF8D29189:3008,3008,driveToStore,3008,Fairmont & Broadway
811433E2E44B41608EA8C2DE2D57E59A,gimbal:place:811433E2E44B41608EA8C2DE2D57E59A:3009,3009,driveToStore,3009,Stirling Road & Federal Highway
5C79FA8E20E543BA9BED4B8E03520A22,gimbal:place:5C79FA8E20E543BA9BED4B8E03520A22:3009-1,3009-1,storeEntry,3009,Stirling Road & Federal Highway
2BC230188C614F1B88C76912B5CADC6C,gimbal:place:2BC230188C614F1B88C76912B5CADC6C:3010-1,3010-1,storeEntry,3010,67Th Avenue & Union Hills
6A9D2F14E6D34922A84565C3CC4241AD,gimbal:place:6A9D2F14E6D34922A84565C3CC4241AD:3010,3010,driveToStore,3010,67Th Avenue & Union Hills
3B6476116C344350A637ECB378972235,gimbal:place:3B6476116C344350A637ECB378972235:3011-1,3011-1,storeEntry,3011,Golf Links & Harrison
5F9DEFB1BE4741EAA9B3DD39A61AF4F2,gimbal:place:5F9DEFB1BE4741EAA9B3DD39A61AF4F2:3011,3011,driveToStore,3011,Golf Links & Harrison
5770FBDFD97D4B1C903757714E34D81F,gimbal:place:5770FBDFD97D4B1C903757714E34D81F:3012,3012,driveToStore,3012,Cooper & Warner
379795AB5B724B1696CE69B4FE903336,gimbal:place:379795AB5B724B1696CE69B4FE903336:3012-1,3012-1,storeEntry,3012,Cooper & Warner
B513D336CCA346C7ADCB3E4B846A9DC0,gimbal:place:B513D336CCA346C7ADCB3E4B846A9DC0:3013,3013,driveToStore,3013,Norris & Kendall
663F7454C7D34FF09F900766720AA532,gimbal:place:663F7454C7D34FF09F900766720AA532:3013-1,3013-1,storeEntry,3013,Norris & Kendall
382AC148912741CB87C4876C5341D578,gimbal:place:382AC148912741CB87C4876C5341D578:3014-1,3014-1,storeEntry,3014,28Th & Ivanrest
9D8C063B9E984B6ABEF734E766F112C9,gimbal:place:9D8C063B9E984B6ABEF734E766F112C9:3014,3014,driveToStore,3014,28Th & Ivanrest
1567ED98DDD54299A1FAC917A88BBB1F,gimbal:place:1567ED98DDD54299A1FAC917A88BBB1F:3015,3015,driveToStore,3015,Elvis Presley Boulevard & Shelby Drive
6F8A92F3E0574D0EB550CAD96D2DC641,gimbal:place:6F8A92F3E0574D0EB550CAD96D2DC641:3015-1,3015-1,storeEntry,3015,Elvis Presley Boulevard & Shelby Drive
527DCABB8DE44A8A8304F6582A30FD93,gimbal:place:527DCABB8DE44A8A8304F6582A30FD93:3016,3016,driveToStore,3016,Montgomery Road & Ogden Avenue (Route 34)
9CD7294A7D074252952688F18A71A874,gimbal:place:9CD7294A7D074252952688F18A71A874:3016-1,3016-1,storeEntry,3016,Montgomery Road & Ogden Avenue (Route 34)
85C36145AFF94536AEBECC7D0D1A1278,gimbal:place:85C36145AFF94536AEBECC7D0D1A1278:3017-1,3017-1,storeEntry,3017,Robert Palmer Drive & Schiller
E924E24B82AB469889A70F3B92220175,gimbal:place:E924E24B82AB469889A70F3B92220175:3017,3017,driveToStore,3017,Robert Palmer Drive & Schiller
091917333E334F5D87A866B8C0788E2A,gimbal:place:091917333E334F5D87A866B8C0788E2A:3018-1,3018-1,storeEntry,3018,Warren & Quincy
4D029E5CA76D459BA9C038EB371E4CE2,gimbal:place:4D029E5CA76D459BA9C038EB371E4CE2:3018,3018,driveToStore,3018,Warren & Quincy
5EA4F9B8F466481399704EEAC622AC27,gimbal:place:5EA4F9B8F466481399704EEAC622AC27:3019,3019,driveToStore,3019,Missouri Boulevard & Dix Road
A3E6D536B9364710B8152321FEDCFC48,gimbal:place:A3E6D536B9364710B8152321FEDCFC48:3019-1,3019-1,storeEntry,3019,Missouri Boulevard & Dix Road
A81A256D010547E19D9BDEEA031D2EE8,gimbal:place:A81A256D010547E19D9BDEEA031D2EE8:3020-1,3020-1,storeEntry,3020,31St & Harvard
0487AAD51CEC420D963DBEEAEE478FFD,gimbal:place:0487AAD51CEC420D963DBEEAEE478FFD:3020,3020,driveToStore,3020,31St & Harvard
C681E6FB1E984475A0476474902FECE3,gimbal:place:C681E6FB1E984475A0476474902FECE3:3021-1,3021-1,storeEntry,3021,Pleasant Street & Holden
FE7EFE36E8ED4C179F5CAAC177A32408,gimbal:place:FE7EFE36E8ED4C179F5CAAC177A32408:3021,3021,driveToStore,3021,Pleasant Street & Holden
D367A97361EB461B847353C03C80C4AD,gimbal:place:D367A97361EB461B847353C03C80C4AD:3022,3022,driveToStore,3022,Acushnet Avenue & Eugenia Street
6E822F659162414A8F637F4AB7AB2C57,gimbal:place:6E822F659162414A8F637F4AB7AB2C57:3022-1,3022-1,storeEntry,3022,Acushnet Avenue & Eugenia Street
